1.9054607180e-04, 1.8858335413e-10, -2.5396027104e-16, 1.8851127328e-10, -2.5385010643e-16, 1.3864887151e-29, -6.9324435754e-30
1.9952623150e-04, 2.1652775597e-10, -2.9160987933e-16, 2.1643990111e-10, -2.9145891902e-16, 1.4518319151e-29, -7.2591595756e-30
2.0892961309e-04, 2.4861353892e-10, -3.3484266858e-16, 2.4850625629e-10, -3.3463961339e-16, 1.5202546453e-29, -7.6012732264e-30
2.1877616239e-04, 2.8545460355e-10, -3.8448704864e-16, 2.8532335813e-10, -3.8421768401e-16, 1.5919020394e-29, -7.9595101969e-30
2.2908676528e-04, 3.2775589034e-10, -4.4149445289e-16, 3.2759504693e-10, -4.4114092534e-16, 1.6669260711e-29, -8.3346303557e-30
2.3988329190e-04, 3.7632689081e-10, -5.0695767345e-16, 3.7612943952e-10, -5.0649755102e-16, 1.7454858766e-29, -8.7274293829e-30
2.5118864315e-04, 4.3209033740e-10, -5.8213185742e-16, 4.3185437814e-10, -5.8153699748e-16, 1.8277480916e-29, -9.1387404579e-30
2.6302679919e-04, 4.9613030127e-10, -6.6845871689e-16, 4.9583516822e-10, -6.6769380969e-16, 1.9138872053e-29, -9.5694360267e-30
2.7542287033e-04, 5.6966372832e-10, -7.6736624321e-16, 5.6929494405e-10, -7.6661506565e-16, 2.0040859305e-29, -1.0020429652e-29
2.8840315031e-04, 6.5409820249e-10, -8.8119090213e-16, 6.5363805171e-10, -8.8019186392e-16, 2.0985355905e-29, -1.0492677953e-29
3.0199517204e-04, 7.5105014462e-10, -1.0119098906e-15, 7.5047689622e-10, -1.0105954762e-15, 2.1974365260e-29, -1.0987182630e-29
3.1622776602e-04, 8.6235482150e-10, -1.1620335914e-15, 8.6166276625e-10, -1.1603188558e-15, 2.3009985189e-29, -1.1504992594e-29
3.3113112148e-04, 9.9017826120e-10, -1.3344462805e-15, 9.8932122558e-10, -1.3322242964e-15, 2.4094412381e-29, -1.2047206191e-29
3.4673685045e-04, 1.1369687858e-09, -1.5324616657e-15, 1.1358927480e-09, -1.5295981506e-15, 2.5229947053e-29, -1.2614973526e-29
3.6307805477e-04, 1.3055167396e-09, -1.7598887088e-15, 1.3041793722e-09, -1.7562136560e-15, 2.6418997825e-29, -1.3209498912e-29
3.8018939632e-04, 1.4990620921e-09, -2.0211012735e-15, 1.4973982693e-09, -2.0164030693e-15, 2.7664086833e-29, -1.3832043417e-29
3.9810717055e-04, 1.7213151435e-09, -2.3211287848e-15, 1.7192432457e-09, -2.3151404864e-15, 2.8967855079e-29, -1.4483927539e-29
4.1686938347e-04, 1.9765376652e-09, -2.6657506707e-15, 1.9739553588e-09, -2.6581369337e-15, 3.0333068029e-29, -1.5166534014e-29
4.3651583224e-04, 2.2696250629e-09, -3.0616100892e-15, 2.2664039939e-09, -3.0519495469e-15, 3.1762621483e-29, -1.5881310742e-29
4.5708818961e-04, 2.6062008374e-09, -3.5163435177e-15, 2.6021799533e-09, -3.5041069249e-15, 3.3259547716e-29, -1.6629773858e-29
4.7863009232e-04, 2.9927251937e-09, -4.0387307164e-15, 2.9877023372e-09, -4.0232530559e-15, 3.4827021909e-29, -1.7413510954e-29
5.0118723363e-04, 3.4366199318e-09, -4.6388670283e-15, 3.4303412584e-09, -4.6193125663e-15, 3.6468368884e-29, -1.8234184442e-29
5.2480746025e-04, 3.9463802574e-09, -5.3283618782e-15, 3.9385587388e-09, -5.3036804519e-15, 3.8187070159e-29, -1.9093535080e-29
5.4954087386e-04, 4.5318978622e-09, -6.1187527561e-15, 4.5220704795e-09, -6.0894399181e-15, 3.9986771330e-29, -1.9993385665e-29
5.7543993734e-04, 5.2043745391e-09, -7.0288567617e-15, 5.1920315977e-09, -6.9916124948e-15, 4.1871289804e-29, -2.0935644902e-29
6.0255958607e-04, 5.9767458996e-09, -8.0746888561e-15, 5.9612498818e-09, -8.0274452060e-15, 4.3844622898e-29, -2.1922311449e-29
6.3095734448e-04, 6.8637113242e-09, -9.2765865682e-15, 6.8444306404e-09, -9.2167402847e-15, 4.5910956315e-29, -2.2955478157e-29
6.6069344801e-04, 7.8826278121e-09, -1.0657958084e-14, 7.8584578269e-09, -1.0582233736e-14, 4.8074673026e-29, -2.4037336513e-29
6.9183097092e-04, 9.0533369048e-09, -1.2245764005e-14, 9.0227168133e-09, -1.2150029988e-14, 5.0340362563e-29, -2.5170181282e-29
7.2443596007e-04, 1.0397641523e-08, -1.4071037533e-14, 1.0359464985e-08, -1.3950100932e-14, 5.2712830759e-29, -2.6356415380e-29
7.5857757503e-04, 1.1942187240e-08, -1.6169537916e-14, 1.1894257239e-08, -1.6016858905e-14, 5.5197109937e-29, -2.7598554968e-29
7.9432823472e-04, 1.3716630611e-08, -1.8582471927e-14, 1.3656434524e-08, -1.8389814557e-14, 5.7798469584e-29, -2.8899234792e-29
8.3176377110e-04, 1.5755310849e-08, -2.1357337100e-14, 1.5679684756e-08, -2.1114332182e-14, 6.0522427536e-29, -3.0261213768e-29
8.7096358996e-04, 1.8097727925e-08, -2.4548920399e-14, 1.8002686836e-08, -2.4242496960e-14, 6.3374761670e-29, -3.1687380835e-29
9.1201083936e-04, 2.0789326560e-08, -2.8220427391e-14, 2.0669850088e-08, -2.7834110679e-14, 6.6361522170e-29, -3.3180761085e-29
9.5499258602e-04, 2.3882401566e-08, -3.2444811389e-14, 2.3732163234e-08, -3.1957834978e-14, 6.9489044357e-29, -3.4744522178e-29
1.0000000000e-03, 2.7436710014e-08, -3.7306321791e-14, 2.7248169163e-08, -3.6692503965e-14, 7.2763962123e-29, -3.6381981061e-29
1.0471285481e-03, 3.1522601933e-08, -4.2889117759e-14, 3.1285084104e-08, -4.2128631309e-14, 7.6193222008e-29, -3.8096611004e-29
1.0964781961e-03, 3.6219315871e-08, -4.9330886275e-14, 3.5920082613e-08, -4.8370140606e-14, 7.9784097932e-29, -3.9892048966e-29
1.1481536215e-03, 4.1618769264e-08, -5.6749828891e-14, 4.1241772936e-08, -5.5536352109e-14, 8.3544206626e-29, -4.1772103313e-29
1.2022644346e-03, 4.7826877362e-08, -6.5296750078e-14, 4.7351890954e-08, -6.3764263799e-14, 8.7481523782e-29, -4.3740761891e-29
1.2589254118e-03, 5.4964380140e-08, -7.5146414767e-14, 5.4367245083e-08, -7.3211170403e-14, 9.1604400979e-29, -4.5802200490e-29
1.3182567386e-03, 6.3174277457e-08, -8.6501596922e-14, 6.2421949333e-08, -8.4057670432e-14, 9.5921583392e-29, -4.7960791696e-29
1.3803842646e-03, 7.2619029638e-08, -9.9597617908e-14, 7.1669987187e-08, -9.6511118721e-14, 1.0044222834e-28, -5.0221114172e-29
1.4454397707e-03, 8.3484702394e-08, -1.1470815290e-13, 8.2288155342e-08, -1.1080959047e-13, 1.0517592473e-28, -5.2587962365e-29
1.5135612484e-03, 9.5988554752e-08, -1.3215169969e-13, 9.4479443562e-08, -1.2722643260e-13, 1.1013271335e-28, -5.5066356676e-29
1.5848931925e-03, 1.1038092616e-07, -1.5229946609e-13, 1.0847691528e-07, -1.4607548934e-13, 1.1532310822e-28, -5.7661554112e-29
1.6595869074e-03, 1.2695133959e-07, -1.7558477080e-13, 1.2454816313e-07, -1.6771710210e-13, 1.2075811887e-28, -6.0379059436e-29
1.7378008287e-03, 1.4603489862e-07, -2.0251428017e-13, 1.4300042455e-07, -1.9256499816e-13, 1.2644927368e-28, -6.3224636840e-29
1.8197008586e-03, 1.6801980756e-07, -2.3368157231e-13, 1.6418645532e-07, -2.2109420001e-13, 1.3240864435e-28, -6.6204322175e-29
1.9054607180e-03, 1.9335623656e-07, -2.6978350247e-13, 1.8851127328e-07, -2.5385010643e-13, 1.3864887151e-28, -6.9324435754e-29
1.9952623150e-03, 2.2256680682e-07, -3.1154408346e-13, 2.1643990111e-07, -2.9145891902e-13, 1.4518319151e-28, -7.2591595756e-29
2.0892961309e-03, 2.5625904038e-07, -3.6011384227e-13, 2.4850625629e-07, -3.3463961339e-13, 1.5202546453e-28, -7.6012732264e-29
2.1877616239e-03, 2.9514021497e-07, -4.1655063176e-13, 2.8532335813e-07, -3.8421768401e-13, 1.5919020394e-28, -7.9595101969e-29
2.2908676528e-03, 3.4003520454e-07, -4.8221556264e-13, 3.2759504693e-07, -4.4114092534e-13, 1.6669260711e-28, -8.3346303557e-29
2.3988329190e-03, 3.9190806750e-07, -5.5873233943e-13, 3.7612943952e-07, -5.0649755102e-13, 1.7454858766e-28, -8.7274293829e-29
2.5118864315e-03, 4.5188841755e-07, -6.4804943799e-13, 4.3185437814e-07, -5.8153699748e-13, 1.8277480916e-28, -9.1387404579e-29
2.6302679919e-03, 5.2130412464e-07, -7.5252033376e-13, 4.9583516822e-07, -6.6769380969e-13, 1.9138872053e-28, -9.5694360267e-29
2.7542287033e-03, 6.0172262716e-07, -8.7501330709e-13, 5.6929494405e-07, -7.6661506565e-13, 2.0040859305e-28, -1.0020429652e-28
2.8840315031e-03, 6.9500436024e-07, -1.0190649140e-12, 6.5363805171e-07, -8.8019186392e-13, 2.0985355905e-28, -1.0492677953e-28
3.0199517204e-03, 8.0337381431e-07, -1.1891026067e-12, 7.5047689622e-07, -1.0105954762e-12, 2.1974365260e-28, -1.0987182630e-28
3.1622776602e-03, 9.2951692652e-07, -1.3907771983e-12, 8.6166276625e-07, -1.1603188558e-12, 2.3009985189e-28, -1.1504992594e-28
3.3113112148e-03, 1.0767184315e-06, -1.6314707983e-12, 9.8932122558e-07, -1.3322242964e-12, 2.4094412381e-28, -1.2047206191e-28
3.4673685045e-03, 1.2490601209e-06, -1.9228421610e-12, 1.1358927480e-06, -1.5295981506e-12, 2.5229947053e-28, -1.2614973526e-28
3.6307805477e-03, 1.4517113550e-06, -2.2780108059e-12, 1.3041793722e-06, -1.7562136560e-12, 2.6418997825e-28, -1.3209498912e-28
3.8018939632e-03, 1.6916227524e-06, -2.7188952811e-12, 1.4973982693e-06, -2.0164030693e-12, 2.7664086833e-28, -1.3832043417e-28
3.9810717055e-03, 1.9761540000e-06, -3.2496326899e-12, 1.7192432457e-06, -2.3151404864e-12, 2.8967855079e-28, -1.4483927539e-28
4.1686938347e-03, 2.3197116468e-06, -3.9424864324e-12, 1.9739553588e-06, -2.6581369337e-12, 3.0333068029e-28, -1.5166534014e-28
4.3651583224e-03, 2.7366049725e-06, -4.8438482403e-12, 2.2664039939e-06, -3.0519495469e-12, 3.1762621483e-28, -1.5881310742e-28
4.5708818961e-03, 3.2497284966e-06, -6.0397391736e-12, 2.6021799533e-06, -3.5041069249e-12, 3.3259547716e-28, -1.6629773858e-28
4.7863009232e-03, 3.8901204713e-06, -7.6527045428e-12, 2.9877023372e-06, -4.0232530559e-12, 3.4827021909e-28, -1.7413510954e-28
5.0118723363e-03, 4.7038519574e-06, -9.8659561829e-12, 3.4303412584e-06, -4.6193125663e-12, 3.6468368884e-28, -1.8234184442e-28
5.2480746025e-03, 5.7461566325e-06, -1.2930324710e-11, 3.9385587388e-06, -5.3036804519e-12, 3.8187070159e-28, -1.9093535080e-28
5.4954087386e-03, 7.1002487405e-06, -1.7184186313e-11, 4.5220704795e-06, -6.0894399181e-12, 3.9986771330e-28, -1.9993385665e-28
5.7543993734e-03, 8.8761031359e-06, -2.3123641846e-11, 5.1920315977e-06, -6.9916124948e-12, 4.1871289804e-28, -2.0935644902e-28
6.0255958607e-03, 1.1220221942e-05, -3.1381278185e-11, 5.9612498818e-06, -8.0274452060e-12, 4.3844622898e-28, -2.1922311449e-28
6.3095734448e-03, 1.4324849678e-05, -4.2797333756e-11, 6.8444306404e-06, -9.2167402847e-12, 4.5910956315e-28, -2.2955478157e-28
6.6069344801e-03, 1.8438304209e-05, -5.8445232915e-11, 7.8584578269e-06, -1.0582233736e-11, 4.8074673026e-28, -2.4037336513e-28
6.9183097092e-03, 2.3876143170e-05, -7.9708776273e-11, 9.0227168133e-06, -1.2150029988e-11, 5.0340362563e-28, -2.5170181282e-28
7.2443596007e-03, 3.1032965572e-05, -1.0827569696e-10, 1.0359464985e-05, -1.3950100932e-11, 5.2712830759e-28, -2.6356415380e-28
7.5857757503e-03, 4.0394305510e-05, -1.4618791396e-10, 1.1894257239e-05, -1.6016858905e-11, 5.5197109937e-28, -2.7598554968e-28
7.9432823472e-03, 5.2548279248e-05, -1.9596071058e-10, 1.3656434524e-05, -1.8389814557e-11, 5.7798469584e-28, -2.8899234792e-28
8.3176377110e-03, 6.8196496347e-05, -2.6048254779e-10, 1.5679684756e-05, -2.1114332182e-11, 6.0522427536e-28, -3.0261213768e-28
8.7096358996e-03, 8.8163818937e-05, -3.4312426378e-10, 1.8002686836e-05, -2.4242496960e-11, 6.3374761670e-28, -3.1687380835e-28
9.1201083936e-03, 1.1340667717e-04, -4.4773549802e-10, 2.0669850088e-05, -2.7834110679e-11, 6.6361522170e-28, -3.3180761085e-28
9.5499258602e-03, 1.4501964599e-04, -5.7857917805e-10, 2.3732163234e-05, -3.1957834978e-11, 6.9489044357e-28, -3.4744522178e-28
1.0000000000e-02, 1.8424037758e-04, -7.4063172100e-10, 2.7248169163e-05, -3.6692503965e-11, 7.2763962123e-28, -3.6381981061e-28
