0.0001,-4.95633e-16
0.000112534,-7.06627e-16
0.000126638,-1.00755e-15
0.00014251,-1.43682e-15
0.000160372,-2.04932e-15
0.000180472,-2.92356e-15
0.000203092,-4.17186e-15
0.000228546,-5.95517e-15
0.000257191,-8.50442e-15
0.000289427,-1.21515e-14
0.000325702,-1.73744e-14
0.000366524,-2.48639e-14
0.000412463,-3.56208e-14
0.000464159,-5.11029e-14
0.000522335,-7.34447e-14
0.000587802,-1.05794e-13
0.000661474,-1.52821e-13
0.00074438,-2.21509e-13
0.000837678,-3.23619e-13
0.000942668,-4.74242e-13
0.00106082,-7.00967e-13
0.00119378,-1.04841e-12
0.0013434,-1.0992e-11
0.00151178,-7.84403e-10
0.00170125,-6.86487e-09
0.00191448,-3.662e-08
0.00215443,-1.51507e-07
0.00242446,-5.21345e-07
0.00272833,-1.54668e-06
0.00307029,-4.04008e-06
0.00345511,-9.44981e-06
0.00388816,-2.01391e-05
0.00437548,-3.9434e-05
0.00492388,-7.22128e-05
0.00554102,-0.000124025
0.00623551,-0.000204522
0.00701704,-0.0003299
0.00789652,-0.000544708
0.00888624,-0.000968713
0.01,-0.00189678
