0.0001,-4.91147e-16
0.000112534,-8.45231e-16
0.000126638,-1.38858e-15
0.00014251,-2.21208e-15
0.000160372,-3.44804e-15
0.000180472,-5.28864e-15
0.000203092,-8.0124e-15
0.000228546,-1.20223e-14
0.000257191,-1.79006e-14
0.000289427,-2.65764e-14
0.000325702,-3.91273e-14
0.000366524,-5.73649e-14
0.000412463,-8.38148e-14
0.000464159,-1.22117e-13
0.000522335,-1.77521e-13
0.000587802,-2.57606e-13
0.000661474,-3.73365e-13
0.00074438,-5.39198e-13
0.000837678,-7.81006e-13
0.000942668,-1.13139e-12
0.00106082,-1.64027e-12
0.00119378,-2.38218e-12
0.0013434,-3.52287e-12
0.00151178,-2.58686e-10
0.00170125,-2.24146e-09
0.00191448,-1.19944e-08
0.00215443,-4.98768e-08
0.00242446,-1.7312e-07
0.00272833,-5.18674e-07
0.00307029,-1.37123e-06
0.00345511,-3.25545e-06
0.00388816,-7.04696e-06
0.00437548,-1.41012e-05
0.00492388,-2.66648e-05
0.00554102,-4.76422e-05
0.00623551,-8.25564e-05
0.00701704,-0.000147291
0.00789652,-0.000297087
0.00888624,-0.000720983
0.01,-0.00208315
