0.0001,411.532
0.00010975,411.532
0.00012045,411.532
0.000132194,411.532
0.000145083,411.532
0.000159228,411.532
0.000174753,411.532
0.000191791,411.532
0.00021049,411.532
0.000231013,411.532
0.000253536,411.532
0.000278256,411.532
0.000305386,411.532
0.00033516,411.532
0.000367838,411.532
0.000403702,411.532
0.000443062,411.532
0.00048626,411.532
0.00053367,411.532
0.000585702,411.532
0.000642807,411.532
0.00070548,411.532
0.000774264,411.532
0.000849753,411.532
0.000932603,411.532
0.00102353,411.532
0.00112332,411.532
0.00123285,411.532
0.00135305,411.532
0.00148497,411.533
0.00162975,411.533
0.00178865,411.533
0.00196304,411.533
0.00215443,411.533
0.00236449,411.533
0.00259502,411.534
0.00284804,411.534
0.00312572,411.534
0.00343047,411.534
0.00376494,411.535
0.00413201,411.535
0.00453488,411.536
0.00497702,411.536
0.00546228,411.537
0.00599484,411.538
0.00657933,411.539
0.00722081,411.54
0.00792483,411.541
0.00869749,411.543
0.00954548,411.544
0.0104762,411.546
0.0114976,411.548
0.0126186,411.55
0.0138489,411.553
0.0151991,411.556
0.016681,411.56
0.0183074,411.564
0.0200923,411.568
0.0220513,411.573
0.0242013,411.58
0.0265609,411.587
0.0291505,411.594
0.0319927,411.603
0.0351119,411.613
0.0385353,411.624
0.0422924,411.637
0.0464159,411.652
0.0509414,411.668
0.0559081,411.687
0.0613591,411.708
0.0673415,411.732
0.0739072,411.759
0.0811131,411.789
0.0890215,411.825
0.097701,411.866
0.107227,411.913
0.117681,411.967
0.129155,412.031
0.141747,412.106
0.155568,412.195
0.170735,412.3
0.187382,412.425
0.205651,412.575
0.225702,412.753
0.247708,412.967
0.271859,413.223
0.298365,413.53
0.327455,413.901
0.359381,414.348
0.394421,414.92
0.432876,415.585
0.475081,416.364
0.521401,417.342
0.572237,418.498
0.628029,419.889
0.689261,421.59
0.756463,423.655
0.830218,426.163
0.911163,429.221
1,432.948
