5.0677307589e-03, 2.8333402582e-04, -5.0620625361e-08, 2.6615693488e-04, -4.4790492628e-08, 1.4200596329e-29, -7.1002981645e-30
5.8185334236e-03, 1.0583954996e-04, -1.2302937480e-08, 1.0118195519e-04, -1.1250863069e-08, 4.7022593882e-30, -2.3511296941e-30
6.6805702221e-03, 3.9742450811e-05, -3.0189928951e-09, 3.8466274544e-05, -2.8260890287e-09, 1.5570644247e-30, -7.7853221235e-31
7.6703208942e-03, 1.4976434887e-05, -7.4540663330e-10, 1.4623959303e-05, -7.0988146854e-10, 5.1559248917e-31, -2.5779624459e-31
8.8067067127e-03, 5.6577225723e-06, -1.8488944119e-10, 5.5597460539e-06, -1.7831416288e-10, 1.7072871917e-31, -8.5364359584e-32
1.0111452206e-02, 2.1410840487e-06, -4.6011027401e-11, 2.1137242922e-06, -4.4790492628e-11, 5.6533592247e-32, -2.8266796124e-32
1.1609500468e-02, 8.1128981742e-07, -1.1477631734e-11, 8.0360747343e-07, -1.1250863069e-11, 1.8720031802e-32, -9.3600159012e-33
1.3329490007e-02, 3.0768539331e-07, -2.8691440856e-12, 3.0552100828e-07, -2.8260890287e-12, 6.1987851249e-33, -3.0993925624e-33
1.5304302224e-02, 1.1676700632e-07, -7.1794023304e-13, 1.1615533731e-07, -7.0988146854e-13, 2.0526106702e-33, -1.0263053351e-33
1.7571690023e-02, 4.4334239084e-08, -1.7982233209e-13, 4.4160899365e-08, -1.7831416288e-13, 6.7968327320e-34, -3.3984163660e-34
2.0174999536e-02, 1.6838584530e-08, -4.5072615733e-14, 1.6789473467e-08, -4.4790492628e-14, 2.2506428451e-34, -1.1253214225e-34
2.3163998780e-02, 6.3971818234e-09, -1.1303673790e-14, 6.3831716927e-09, -1.1250863069e-14, 7.4525788935e-35, -3.7262894467e-35
2.6595829088e-02, 2.4308127900e-09, -2.8369871242e-15, 2.4268121605e-09, -2.8260890287e-15, 2.4677808069e-35, -1.2338904035e-35
3.0536097484e-02, 9.2379236711e-10, -7.1205100473e-16, 9.2264773990e-10, -7.0988146854e-16, 8.1715902617e-36, -4.0857951309e-36
3.5060130913e-02, 3.5110922224e-10, -1.7876528936e-16, 3.5078075905e-10, -1.7831416288e-16, 2.7058678477e-36, -1.3529339238e-36
4.0254416278e-02, 1.3345670164e-10, -4.4890697208e-17, 1.3336309282e-10, -4.4790492628e-17, 8.9599705498e-37, -4.4799852749e-37
4.6218253830e-02, 5.0730598402e-11, -1.1275097693e-17, 5.0703225661e-11, -1.1250863069e-17, 2.9669250966e-37, -1.4834625483e-37
5.3065655515e-02, 1.9284863547e-11, -2.8334748329e-18, 1.9276826724e-11, -2.8260890287e-18, 9.8244123460e-38, -4.9122061730e-38
6.0927524556e-02, 7.3312402992e-12, -7.1199844426e-19, 7.3288446046e-12, -7.0988146854e-19, 3.2531686780e-38, -1.6265843390e-38
6.9954157968e-02, 2.7870821105e-12, -1.7895139515e-19, 2.7863488778e-12, -1.7831416288e-19, 1.0772253927e-38, -5.3861269636e-39
8.0318119810e-02, 1.0595656324e-12, -4.4988071619e-20, 1.0593402656e-12, -4.4790492628e-20, 3.5670285238e-39, -1.7835142619e-39
9.2217540132e-02, 4.0282827611e-13, -1.1313096526e-20, 4.0274992798e-13, -1.1250863069e-20, 1.1811541555e-39, -5.9057707773e-40
1.0587990267e-01, 1.5314975765e-13, -2.8467780769e-21, 1.5312124995e-13, -2.8260890287e-21, 3.9111690014e-40, -1.9555845007e-40
1.2156639369e-01, 5.8226257223e-14, -7.1641324803e-22, 5.8215075073e-14, -7.0988146854e-22, 1.2951097777e-40, -6.4755488887e-41
1.3957689517e-01, 2.2137470239e-14, -1.8037221525e-22, 2.2132754121e-14, -1.7831416288e-22, 4.2885115315e-41, -2.1442557657e-41
1.6025571767e-01, 8.4166825948e-15, -4.5436710053e-23, 8.4146383958e-15, -4.4790492628e-23, 1.4200596329e-41, -7.1002981645e-42
1.8399818260e-01, 3.2001396027e-15, -1.1452937824e-23, 3.1991562839e-15, -1.1250863069e-23, 4.7022593882e-42, -2.3511296941e-42
2.1125817971e-01, 1.2167586238e-15, -2.8899697856e-24, 1.2162852943e-15, -2.8260890287e-24, 1.5570644247e-42, -7.7853221235e-43
2.4255684410e-01, 4.6265036957e-16, -7.2966001167e-25, 4.6241877127e-16, -7.0988146854e-25, 5.1559248917e-43, -2.5779624459e-43
2.7849251897e-01, 1.7592114625e-16, -1.8441192133e-25, 1.7580671337e-16, -1.7831416288e-25, 1.7072871917e-43, -8.5364359584e-44
