0.05,-4.71332e-18
0.0554413,-2.03969e-18
0.0614747,-8.86023e-19
0.0681647,-3.86261e-19
0.0755827,-1.6852e-19
0.083808,-7.40061e-20
0.0929284,-3.26199e-20
0.103041,-1.43783e-20
0.114255,-6.39308e-21
0.126689,-2.85619e-21
0.140476,-1.28289e-21
0.155763,-5.76953e-22
0.172714,-2.62629e-22
0.19151,-1.21244e-22
0.212351,-5.60011e-23
0.23546,-2.6098e-23
0.261084,-1.22783e-23
0.289496,-5.83399e-24
0.321001,-2.80001e-24
0.355934,-1.35727e-24
0.394668,-6.64174e-25
0.437618,-3.27842e-25
0.485242,-1.63058e-25
0.538048,-8.16206e-26
0.596602,-4.10792e-26
0.661527,-2.07888e-26
0.733518,-1.06051e-26
0.813343,-5.49566e-27
0.901855,-2.94262e-27
1,-1.67774e-27
