1.0000000000e-06, -7.9342739784e-17, 8.4185187529e-11
7.0009990000e-03, -7.1656394708e-13, 1.1472150759e-10
1.4000998000e-02, -1.6981554161e-12, 1.5098639244e-10
2.1000997000e-02, -2.8364922805e-12, 1.9312643447e-10
2.8000996000e-02, -4.0421699861e-12, 2.4011638608e-10
3.5000995000e-02, -5.2618405315e-12, 2.9065731434e-10
4.2000994000e-02, -6.4709894560e-12, 3.4362831950e-10
4.9000993000e-02, -7.6624290226e-12, 3.9820673143e-10
5.6000992000e-02, -8.8374165524e-12, 4.5384287382e-10
6.3000991000e-02, -1.0000329107e-11, 5.1019310741e-10
7.0000990000e-02, -1.1155995824e-11, 5.6705468943e-10
7.7000989000e-02, -1.2308617058e-11, 6.2431557888e-10
8.4000988000e-02, -1.3461492504e-11, 6.8191979710e-10
9.1000987000e-02, -1.4617096229e-11, 7.3984503772e-10
9.8000986000e-02, -1.5777260308e-11, 7.9808881480e-10
1.0500098500e-01, -1.6943360951e-11, 8.5666016065e-10
1.1200098400e-01, -1.8116469776e-11, 9.1557477012e-10
1.1900098300e-01, -1.9297464268e-11, 9.7485221688e-10
1.2600098200e-01, -2.0487103419e-11, 1.0345143859e-09
1.3300098100e-01, -2.1686077355e-11, 1.0945846065e-09
1.4000098000e-01, -2.2895038929e-11, 1.1550871832e-09
1.4700097900e-01, -2.4114623449e-11, 1.2160471493e-09
1.5400097800e-01, -2.5345460861e-11, 1.2774901453e-09
1.6100097700e-01, -2.6588183270e-11, 1.3394423652e-09
1.6800097600e-01, -2.7843429646e-11, 1.4019305411e-09
1.7500097500e-01, -2.9111848868e-11, 1.4649819484e-09
1.8200097400e-01, -3.0394101791e-11, 1.5286244229e-09
1.8900097300e-01, -3.1690862779e-11, 1.5928863848e-09
1.9600097200e-01, -3.3002820921e-11, 1.6577968666e-09
2.0300097100e-01, -3.4330681098e-11, 1.7233855441e-09
2.1000097000e-01, -3.5675164973e-11, 1.7896827689e-09
2.1700096900e-01, -3.7037011953e-11, 1.8567196034e-09
2.2400096800e-01, -3.8416980154e-11, 1.9245278568e-09
2.3100096700e-01, -3.9815847386e-11, 1.9931401227e-09
2.3800096600e-01, -4.1234412165e-11, 2.0625898187e-09
2.4500096500e-01, -4.2673494763e-11, 2.1329112270e-09
2.5200096400e-01, -4.4133938296e-11, 2.2041395372e-09
2.5900096300e-01, -4.5616609862e-11, 2.2763108910e-09
2.6600096200e-01, -4.7122401723e-11, 2.3494624279e-09
2.7300096100e-01, -4.8652232544e-11, 2.4236323344e-09
2.8000096000e-01, -5.0207048679e-11, 2.4988598937e-09
2.8700095900e-01, -5.1787825526e-11, 2.5751855392e-09
2.9400095800e-01, -5.3395568938e-11, 2.6526509091e-09
