2.0000000000e-03, 2.7992313026e-03, -2.1802574002e-03, 1.4861731384e-03, -1.0615522417e-03
2.0135861892e-03, 2.8923616001e-03, -2.2561169239e-03, 1.5166664920e-03, -1.0833332085e-03
2.0272646707e-03, 2.9892580836e-03, -2.3351664024e-03, 1.5477855092e-03, -1.1055610780e-03
2.0410360714e-03, 3.0901307840e-03, -2.4174982137e-03, 1.5795430275e-03, -1.1282450197e-03
2.0549010225e-03, 3.1950903576e-03, -2.5033473191e-03, 1.6119521478e-03, -1.1513943913e-03
2.0688601596e-03, 3.3043730117e-03, -2.5928450139e-03, 1.6450262395e-03, -1.1750187425e-03
2.0829141224e-03, 3.4181625436e-03, -2.6861383485e-03, 1.6787789466e-03, -1.1991278190e-03
2.0970635551e-03, 3.5366772329e-03, -2.7834330095e-03, 1.7132241929e-03, -1.2237315664e-03
2.1113091062e-03, 3.6600989545e-03, -2.8849107341e-03, 1.7483761881e-03, -1.2488401344e-03
2.1256514287e-03, 3.7886957160e-03, -2.9907443330e-03, 1.7842494331e-03, -1.2744638808e-03
2.1400911800e-03, 3.9226746908e-03, -3.1011499585e-03, 1.8208587267e-03, -1.3006133762e-03
2.1546290218e-03, 4.0622939191e-03, -3.2163384898e-03, 1.8582191711e-03, -1.3272994079e-03
2.1692656206e-03, 4.2078237802e-03, -3.3365315598e-03, 1.8963461784e-03, -1.3545329845e-03
2.1840016472e-03, 4.3595090044e-03, -3.4619576227e-03, 1.9352554770e-03, -1.3823253407e-03
2.1988377770e-03, 4.5176516022e-03, -3.5928583432e-03, 1.9749631179e-03, -1.4106879414e-03
2.2137746901e-03, 4.6825353859e-03, -3.7294921394e-03, 2.0154854817e-03, -1.4396324869e-03
2.2288130710e-03, 4.8544762866e-03, -3.8721128953e-03, 2.0568392848e-03, -1.4691709177e-03
2.2439536090e-03, 5.0338145700e-03, -4.0209912530e-03, 2.0990415866e-03, -1.4993154190e-03
2.2591969982e-03, 5.2208609700e-03, -4.1764310259e-03, 2.1421097968e-03, -1.5300784263e-03
2.2745439371e-03, 5.4196807244e-03, -4.3387166167e-03, 2.1860616821e-03, -1.5614726301e-03
